Class,Avg Hours Studied,Avg Grade
MAE101,7.24,N/A
MAE101,8.62,N/A
MAE101,7.41,N/A
MAE101,10.26,N/A
MAE101,7.47,3.04
MAE101,6.07,3.32
MAE101,6.28,N/A
MAE101,8.9,2.65
MAE101,8.9,2.94
MAE101,11.64,2.82
MAE101,7.96,N/A
MAE101,7.83,3.32
MAE101,4.0,N/A
MAE101,7.47,3.16
MAE101,10.5,3.04
MAE101,6.79,3.00
MAE101,6.9,3.29
MAE101,7.74,N/A
MAE101,9.73,3.17
MAE101,8.17,3.18
MAE101,7.65,2.95
MAE101,8.14,3.09
MAE101,8.5,3.11
MAE101,7.2,2.90
MAE101,5.87,3.01
MAE101,7.64,2.82
MAE101,7.36,2.89
MAE101,7.39,3.19
MAE101,7.95,3.02
MAE101,8.6,3.00
MAE101,8.94,3.09
MAE101,6.6,2.66
MAE101,5.78,2.64
MAE101,7.38,2.56
MAE101,10.5,3.17
MAE101,7.07,2.79
MAE101,9.77,2.73
MAE101,8.78,2.87
MAE101,7.0,N/A
MAE101,7.48,3.06
MAE101,7.73,3.09
MAE101,6.42,2.36
MAE101,9.97,2.78
MAE101,8.13,3.05
MAE101,8.5,3.04
MAE101,7.75,2.70
MAE101,7.83,2.99
MAE101,7.56,2.97
MAE101,9.11,2.96
MAE101,7.84,3.03
MAE101,6.6,3.17
MAE101,6.58,2.86
MAE101,9.0,3.02
MAE101,11.0,2.70
MAE101,10.5,2.87
MAE101,7.03,3.07
MAE101,8.16,2.57
MAE101,8.42,2.94
MAE101,7.21,3.09
MAE101,7.22,2.94
MAE101,7.39,3.01
MAE101,9.07,2.83
MAE101,9.58,2.69
MAE101,8.34,2.22
MAE101,9.13,2.96
MAE101,9.38,2.96
MAE101,8.39,2.76
MAE101,6.05,2.29
MAE101,8.18,2.87
MAE101,7.23,3.04
MAE101,8.94,2.85
MAE101,7.73,2.94
MAE101,8.65,3.08
MAE101,7.76,2.55
MAE101,8.57,2.82
MAE101,9.5,N/A
MAE101,10.93,N/A
MAE101,10.5,N/A
MAE101,8.14,2.87
MAE101,8.19,3.24
MAE101,10.02,3.17
MAE101,8.5,3.01
MAE101,6.14,2.94
MAE101,7.37,N/A
MAE101,8.66,N/A
MAE101,8.83,N/A
MAE101,8.59,2.91
MAE101,5.73,2.91
MAE101,6.58,2.53
MAE101,6.93,2.88
MAE101,8.68,2.70
MAE101,6.66,N/A
MAE101,8.16,N/A
MAE101,6.76,N/A
MAE101,9.5,2.59
MAE101,6.18,3.12
MAE101,5.79,2.75
MAE101,6.32,2.95
MAE101,5.79,2.83
MAE101,5.79,2.83
MAE101,8.5,2.73
MAE101,7.47,N/A
MAE101,8.01,N/A

