State,County,FFRPTH14,PCT_NHWHITE10,PCT_NHBLACK10,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS13,MEDHHINC15,POVRATE15,FMRKTPTH16
IA,Dubuque,0.747120473,92.87582886,2.601091262,9.6,28.5,57862,12,0.030926879
IA,Emmet,0.600600601,90.45816346,0.592118035,10.7,33.2,46092,13.8,0.103541106
IA,Fayette,0.344098707,95.72318008,0.938697318,10.4,37.7,47615,12.9,0.199461454
IA,Floyd,0.373203956,94.72489726,1.226768079,12.1,31,49111,14.5,0.126000126
IA,Franklin,0.47911077,87.39700375,0.177902622,10.2,32.6,52975,11.9,0.098328417
IA,Fremont,0.42722871,95.72638086,0.430049724,9.5,32.9,55421,12.1,0.143884892
IA,Greene,0.869565217,96.58311911,0.235646958,10.4,29.6,51002,11.1,0.110975474
IA,Grundy,0.242424242,97.8880591,0.208785032,11,31.7,62423,6.3,0.081214976
IA,Guthrie,0.466330908,96.72265839,0.146065364,9.4,35.9,54719,10.4,0.188235294
IA,Hamilton,0.264602765,91.52044918,0.255215977,10.3,30.6,54042,11,0.066330592
IA,Hancock,0.27205949,94.73591394,0.440878229,9.9,35.4,56746,9.2,0.369173973
IA,Hardin,0.346600427,93.70366146,1.186266682,10.5,34.8,50947,9.6,0.232207129
IA,Harrison,0.48869031,97.34726688,0.167470525,11.7,32.3,57244,9.9,0.070676373
IA,Henry,0.445169907,90.05212211,2.159344751,11.5,34.6,50241,12,0.050574015
IA,Howard,0.317493915,97.36567008,0.261342254,10.3,31.1,50602,11,0.642948993
IA,Humboldt,0.414937759,94.63066735,0.397350993,9.7,31.8,52702,10.8,0.1054074
IA,Ida,0.284010224,97.43264212,0.239808153,10.1,28.2,53804,10.6,0.143163923
IA,Iowa,0.427480916,96.71660043,0.324059921,8.7,30.7,63185,6.9,0.122616639
IA,Jackson,0.256647161,96.85106812,0.292220879,11.7,33.1,49956,12.9,0.154067379
IA,Jasper,0.51529616,95.77113077,1.25943217,9.7,32.2,53765,9.3,0.081726054
IA,Jefferson,0.634920635,86.32072671,1.181499733,10.6,27.5,43495,15.3,0.05527916
IA,Johnson,0.744973188,83.1031005,4.708821687,5.4,23,57706,18.3,0.027294998
IA,Jones,0.244450963,95.53251284,1.962399457,10.2,37.6,55789,11.1,0.146778218
IA,Keokuk,0.390968625,97.85938541,0.475692132,11,29.9,50054,12.1,0
IA,Kossuth,0.656943897,97.28495143,0.276651869,11,32.7,52433,11.6,0.198491465
IA,Lee,0.538457178,91.55373376,3.05058279,11.1,31.9,45428,15.9,0.11555684
IA,Linn,0.734784226,89.28446309,3.863160785,10.3,31,58142,11,0.045113935
IA,Louisa,0.268793119,81.7511197,0.456661105,9.8,37.4,53197,10.8,0.089750494
IA,Lucas,0.344787955,97.99955046,0.168577208,11.6,33.8,46933,14.7,0.115647045
IA,Lyon,0.427972267,97.28866246,0.077713496,9.3,31.9,64057,7.4,0.170154841
IA,Madison,0.19219681,97.15543083,0.2870081,10,34.2,65294,8.2,0.063099445
IA,Mahaska,0.402324542,94.91086189,1.121486976,10.1,31.9,50335,14.4,0.09016726
IA,Marion,0.569459014,95.57176739,0.633462428,9.8,33.1,57411,9.2,0.090391395
IA,Marshall,0.538344834,78.24985239,1.547431608,10.7,34.7,53980,11.3,0.099226037
IA,Mills,0.134852673,95.55747394,0.378511189,10.9,34.7,62507,10.3,0.066791344
IA,Mitchell,0.371091938,98.03266518,0.185597624,9.7,30.3,61352,9.3,0.278732695
IA,Monona,0.555802579,96.33235962,0.357026939,11.8,32.8,43991,13.2,0
IA,Monroe,0.374953131,96.32371393,0.276035132,10.7,32.4,48181,12.1,0.254129606
IA,Montgomery,0.575760484,95.57728119,0.232774674,10.5,37.6,43210,13.4,0.097799511
IA,Muscatine,0.792485374,80.75330448,1.275002924,9.2,34.2,53401,11.5,0.069864928
IA,O'Brien,0.711439954,94.4922906,0.388942909,9.6,31.6,53907,9.2,0.213980029
IA,Osceola,0.321646832,91.87558032,0.232126277,11.5,34.4,54415,9.6,0.164907652
IA,Page,0.516262261,92.68767261,2.1591765,12,35.3,46870,15.7,0.129946072
IA,Palo Alto,0.769315309,96.67763507,0.467041715,10.6,35.7,48992,11.6,0.110533879
IA,Plymouth,0.482431455,95.18130153,0.292163612,9.8,32.2,61929,8.3,0.119047619
IA,Pocahontas,0.420285794,96.34746922,0.355677155,11.9,31.9,47872,13.1,0.43566657
IA,Polk,0.726304848,80.74261564,5.88519413,8.6,29.2,60436,11.9,0.031642566
IA,Pottawattamie,0.751653638,89.7496726,1.30530926,11.5,36,52927,13.5,0.021371631
IA,Poweshiek,0.482108421,93.60790949,1.126149942,10.5,32.1,52861,10.9,0.053957805
IA,Ringgold,0.593941794,96.78425258,0.331319431,11.4,34.9,45870,14.1,0
IA,Sac,0.199302441,96.9178744,0.299516908,10.4,33,52506,10.9,0
IA,Scott,0.741013029,82.8475282,6.907592117,8.7,31.8,58160,12.4,0.040585827
IA,Shelby,0.502176096,96.67954303,0.25478754,11,29.4,54614,9.2,0.084745763
IA,Sioux,0.663187336,89.27723712,0.308568716,8.9,29,62875,7.6,0.057309874
IA,Story,0.701582813,86.90000223,2.373188001,6.7,27.1,51706,18.6,0.05149861
IA,Tama,0.343819838,83.71700343,0.332076321,9.9,31.3,59226,11.2,0.115480109
IA,Taylor,0,92.95551686,0.18996359,10.2,30.9,46466,14.7,0
IA,Union,0.399488655,95.97095899,0.702090314,11.8,37.8,45010,14.3,0.080515298
IA,Van Buren,0.26780932,97.39762219,0.198150594,9.9,35.7,43653,15.8,0.412597992
IA,Wapello,0.653186414,87.45824561,1.254736842,12.8,35.6,44738,16,0.08575839
IA,Warren,0.43790141,95.76203353,0.460789616,10.4,31.1,67728,7.8,0.080497474
IA,Washington,0.453103761,92.67416144,0.645042388,9.4,31.5,55283,10.9,0.089762578
IA,Wayne,0.156372166,97.51678901,0.265500547,11.6,33.3,44381,16.4,0
IA,Webster,0.73061832,89.99552785,3.775024334,10,31.1,44922,14.6,0.054393647
IA,Winnebago,0.378823752,94.30333149,0.71783545,9.7,28.6,48408,10.8,0.188129057
IA,Winneshiek,0.385208012,95.71143617,0.617401216,7.9,25.4,59096,9.5,0.097271533
IA,Woodbury,0.928904577,77.59660181,2.333320283,10.1,34.3,50774,14,0.029188842
IA,Worth,0.393494229,96.53856278,0.276388523,11.9,33.7,50761,10.9,0.264131009
IA,Wright,0.62305296,88.72930683,0.302366014,10.7,34.4,49882,12.6,0.156506769
KS,Allen,0.387326671,91.87794481,1.817365941,10.9,34.2,41604,18.9,0.078653453
KS,Anderson,0.507421033,95.95161688,0.493705258,9.8,33.3,47267,14,0.127762872
KS,Atchison,0.726700176,89.52966202,4.987000709,8.7,33.1,46110,16.6,0.061050061
KS,Barber,0.816826629,94.79530961,0.411437976,9.1,36.7,54176,11.1,0.21331058
KS,Barton,0.69381048,83.44294283,1.326154513,9.5,35.4,50558,14.4,0.037348273
KS,Bourbon,0.609260764,91.95940157,2.695577671,13,33.9,39609,18.2,0.068413491
KS,Brown,0.50942435,84.04447115,1.161858974,11.7,29.6,46884,14.9,0.103263114
KS,Butler,0.770078669,90.95324833,1.599878567,9.9,31.9,61473,10.6,0.029839612
KS,Chase,0,93.08243728,1.218637993,11.9,28.3,48911,12.7,0
KS,Chautauqua,0,89.69746525,0.354319978,12.6,34.1,42324,16.8,0
KS,Cherokee,0.529176889,89.24686386,0.536962459,12.2,37,39842,18,0
KS,Cheyenne,0.371333086,93.2868672,0.073367572,13.7,33.5,44111,12.3,0
KS,Clark,0.46641791,88.80361174,0,11.8,31.2,50392,12,0
KS,Clay,0.480942648,95.88752197,0.398359695,14.1,36.2,51351,11.1,0
KS,Cloud,0.532765051,94.77604112,0.514003986,12.6,29.9,42730,12.8,0.218579235
KS,Coffey,0.711490573,95.0587141,0.546448087,9.9,30.5,57160,9.9,0.355745286
KS,Comanche,0.511770727,94.28873612,0.317292438,11.1,33.6,43809,11.4,0
KS,Cowley,0.444901705,82.15692214,2.67412079,11.2,36,47851,15.3,0.055939362
KS,Crawford,0.509035378,89.03255481,1.934379312,11.5,33,38139,19.1,0.025533653
KS,Decatur,0.343878955,96.89294157,0.574130361,12.5,36.1,43919,12.3,0.353107345
KS,Dickinson,0.567185728,92.70021262,0.703654956,11,31.9,47570,12.2,0.052454889
KS,Doniphan,0.127000254,91.65512901,3.045940843,9.7,32.1,47000,13.2,0
KS,Douglas,0.849165845,81.68841247,3.793333694,6.5,24.2,52447,19.4,0.041862023
KS,Edwards,0.330033003,80.54000659,0.164636154,10.6,32.9,46380,10.6,0
KS,Elk,0,93.47675226,0,12.4,32.5,39147,17.6,0
KS,Ellis,1.102953848,91.74398988,0.815408407,8.9,31.6,49192,12,0.069220919
KS,Ellsworth,0.469336671,88.24072649,4.602124057,11.7,33.3,49986,10.6,0
KS,Finney,0.618545611,46.3590385,1.922449424,9.5,35.2,53245,14.6,0.027231632
KS,Ford,0.459836183,44.01146301,1.787402505,8.7,30.6,47915,13.2,0.029436873
KS,Franklin,0.585685838,91.8744229,1.231148046,8.9,33.8,51484,11.7,0.039123631
KS,Geary,0.708196007,59.91211222,17.50480182,7.9,32.7,45590,11.9,0.084302816
KS,Gove,1.100110011,97.14285714,0.25974026,11.9,30.2,46580,9.9,0
KS,Graham,0.779423227,90.75856758,3.696572969,11.1,28.9,45018,12.2,0
KS,Grant,0.639713408,54.15761911,0.395963725,7.8,35.6,59218,10.2,0
KS,Gray,0.164419599,84.08258408,0.366300366,9.3,36,64284,8.3,0
KS,Greeley,0,84.68323978,0.240577386,10.7,32.6,44667,11.4,0.771604938
KS,Greenwood,0.158027813,93.54163552,0.343848109,12.8,32.7,41168,15.8,0.325150382
KS,Hamilton,0.384172109,66.95167286,0.29739777,8.9,37.1,50056,13.1,0.394321767
KS,Harper,0.515641114,92.50911501,0.348027842,11,34.2,46869,13.7,0.35180299
KS,Harvey,0.689259047,84.56925383,1.528082113,10.3,31,55470,9.4,0.057285252
KS,Haskell,0.24354603,71.33458647,0.093984962,9.8,33.9,59356,11.2,0
KS,Hodgeman,0.521920668,91.23173278,1.043841336,13.7,32,54513,9.6,0
KS,Jackson,0.369303494,85.86391324,0.512553855,10.4,33.4,51662,11.3,0.075238883
KS,Jefferson,0.21214532,95.00156855,0.522848479,10,29.9,59080,9.1,0.052918453
KS,Jewell,0.657246139,96.16509587,0.12999675,13,29.6,43201,13.5,0
KS,Johnson,0.722654073,81.96641179,4.231695821,7.5,24.8,83007,5.5,0.013688059
KS,Kearny,0.510855683,68.54412874,0.402313301,9.8,28.7,59134,11.5,0
KS,Kingman,0.389711613,95.26597098,0.165436498,13.5,32.2,52907,11.5,0
KS,Kiowa,0,93.14531923,0.470035253,10.3,32.8,46381,12.6,0
KS,Labette,0.477099237,85.46767251,4.567964086,11.3,34,42323,18.2,0.048914107
KS,Lane,0.592768228,93.02857143,0.457142857,11.8,30.8,57388,9.6,0
KS,Leavenworth,0.444179347,80.3206213,9.19228095,10.3,32.8,61465,10.7,0.012468206
KS,Lincoln,0,96.14316569,0.246837396,10.4,31.2,42277,12.5,0
KS,Linn,0.210482004,95.11184756,0.424606462,12,31.6,46065,14,0
KS,Logan,0.357909807,94.66618287,0.580551524,13.5,31.1,48399,9.4,0
KS,Lyon,0.602191979,73.32739685,2.169783318,10.4,34.7,39562,17.5,0.029841838
KS,McPherson,0.615574023,93.13228239,0.956134339,9.5,29.2,61356,7.6,0.104152201
KS,Marion,0.327653997,94.7235387,0.750394945,9.4,30.9,51196,10.9,0.165125495
KS,Marshall,0.49970018,96.1451023,0.25699318,9.5,32.6,49270,10.7,0.203334689
KS,Meade,0.459031444,82.20765027,0.677595628,9.5,27,56325,9.5,0
KS,Miami,0.457010542,93.65907219,1.253545613,11,34.1,62375,8.8,0.030336124
KS,Mitchell,0.636537237,97.23834929,0.203985564,12.4,32.1,48310,10.5,0
KS,Montgomery,0.821958021,80.94499732,5.700431338,14.3,35.1,43289,19.9,0.091614243
KS,Morris,0.877500878,94.07394901,0.422083404,12.3,35.1,49720,10.8,0
KS,Morton,0.964630225,76.27590473,0.433034333,11.1,31.9,53443,10.3,0
KS,Nemaha,0.295624754,96.70858715,0.501080762,8.9,30.4,54486,8.8,0.195293428
KS,Neosho,0.365497076,91.66666667,1.162790698,12.2,33.5,40744,18.9,0.123869689
KS,Ness,0.644122383,91.02027679,0.547151593,10.8,31.1,53456,9.4,0
KS,Norton,0.35971223,91.09504497,2.856639041,10.7,32.4,45096,12.7,0.182049882
KS,Osage,0.251004016,95.48941393,0.270021479,11.5,37.1,48364,12.7,0.126238717
KS,Osborne,0.266240682,97.01918092,0.207361327,12.1,33.2,43518,13.1,0.27457441
KS,Ottawa,0.164880462,95.682154,0.804465605,12.1,37.9,50302,10,0
KS,Pawnee,0.43377675,86.30431665,4.56044744,12.8,30.3,47359,14.5,0
KS,Phillips,0.903668896,95.6043956,0.389932648,11.2,28.8,46984,11.1,0
KS,Pottawatomie,0.480412281,91.14052953,0.990557304,10.5,31.3,60601,8.1,0
KS,Pratt,0.913705584,91.25932063,1.035625518,11.7,33.8,52634,10.8,0
KS,Rawlins,0,95.27590314,0.317586344,12.3,32.3,47448,11.7,0
KS,Reno,0.893500956,86.09849483,2.856877122,11.9,35.7,47178,13.1,0.015817779
KS,Republic,0.416406413,97.40963855,0.441767068,10.8,30.9,44593,11.2,0.425622473
KS,Rice,0.698951573,86.11524348,1.110780522,11.3,32.6,52400,13.8,0.101719052
KS,Riley,0.611750938,79.54861843,6.108415946,5.6,23.8,46690,23.4,0.027269133
KS,Rooks,0.581959263,96.13974136,0.405327157,10.5,32.8,45309,11.7,0
KS,Rush,0.625586487,95.70607802,0.241911098,11.2,32.6,43895,11.5,0.327011118
KS,Russell,0.71880391,95.26542324,0.760401722,11.6,30.4,42625,13.2,0.143102461
KS,Saline,0.986458614,82.13322303,3.134553825,11.3,35.1,47052,14.3,0.036269994
KS,Scott,0.984251969,83.00243112,0.324149109,9.7,32.1,56267,7.7,0
KS,Sedgwick,0.860843981,69.91542343,9.015681278,10.8,31.4,50995,15.2,0.013672009
KS,Seward,0.468783294,35.9925061,2.993203207,8.3,38.6,45807,15,0.088070809
KS,Shawnee,0.795937356,75.61736374,8.204165589,10.7,32.9,51316,14.2,0.03368024
KS,Sheridan,0.393855849,95.30516432,0.117370892,11.8,31.5,51221,10.9,0.398565165
KS,Sherman,1.47299509,86.75540765,0.565723794,9.4,29.9,42491,16.5,0.167644593
KS,Smith,0.7959671,96.34051389,0.259538022,10.6,34.1,43872,12.2,0.275330396
KS,Stafford,0,85.75614154,0.225377507,11.9,32.5,47129,12.8,0.237642586
KS,Stanton,0.473709143,60.44742729,0.536912752,11.1,31.3,55341,10.9,0
KS,Stevens,0.689536287,65.40880503,0.244584207,10,34.8,59735,11.3,0
KS,Sumner,0.467528052,91.34758826,0.874357699,11.1,31.1,51451,11.7,0.042970093
KS,Thomas,0.760359904,92.86075949,0.594936709,8.7,35,50574,10.9,0.126710593
KS,Trego,1.033769814,96.70109963,0.433188937,11.1,29.7,48576,10.4,0
KS,Wabaunsee,0.28481914,94.48461648,0.396994187,9.7,30.9,57339,8.3,0
KS,Wallace,0,91.17845118,0.134680135,11.7,33.1,48426,12.4,0
KS,Washington,0.178635227,95.84411105,0.396620107,12.7,30.7,46153,10.7,0.360620267
KS,Wichita,0.459558824,73.72426141,0.626678603,10.8,29.4,52917,10.9,0.473484848
KS,Wilson,0.553832521,94.22892975,0.31884366,13.6,32.9,41461,15.6,0
KS,Woodson,0.633512829,94.86249622,0.362647325,11.7,33.4,37394,19.5,0
KS,Wyandotte,0.64342102,43.28116568,24.79032412,11.9,36.2,41746,21.9,0.024415404
KY,Adair,0.312434909,94.114494,2.685463122,15.1,34.3,32007,27.2,0.10373444
KY,Allen,0.441522763,96.22669874,0.796752856,13.7,33.9,42287,19.8,0
KY,Anderson,0.868055556,94.83217403,1.993370991,12.2,34.6,55523,10.7,0.045130427
KY,Ballard,0.485436893,94.09625409,2.885198206,13.2,34.2,44352,15.1,0.124161907
KY,Barren,0.857513674,91.52064117,3.83420672,13.4,31,40017,19.3,0.090923556
KY,Bath,0.409634606,96.02277629,1.311362264,14.1,30.4,35143,24.9,0.081122739
KY,Bell,0.863993088,95.14133352,2.206266774,14.6,37.9,23968,44.7,0
KY,Boone,0.949269458,90.02112599,2.464418278,11.9,32.5,68804,8.2,0.007779922
KY,Bourbon,0.650911276,85.19889917,5.939454591,13.8,34.1,46370,14.8,0.049925112
KY,Boyd,1.249180865,93.78507125,2.773404384,15.7,38.5,43406,20.5,0.020776199
KY,Boyle,0.774254359,86.88801351,7.407146877,11.2,32.2,40459,17.2,0.033313345
KY,Bracken,0.475850583,97.20782281,0.341658812,14.6,32.4,44846,15.7,0.119047619
KY,Breathitt,0.372883884,97.81668828,0.309842917,15.7,41.6,28196,32.9,0.075278531
KY,Breckinridge,0.15084473,95.38860362,2.014058527,14.8,36.6,42347,19,0.05009769
KY,Bullitt,0.500288628,96.02927919,0.635100042,13.2,32.8,54755,9.6,0
KY,Butler,0.466019417,95.99684791,0.37037037,14.1,33.2,39545,21.6,0
KY,Caldwell,0.785854617,92.05175601,5.113986445,12.6,35,39355,18.8,0
KY,Calloway,0.679170367,90.5380334,3.697131026,10.3,30.1,40585,21.1,0.026016599
KY,Campbell,0.773142552,93.43561814,2.494022317,10.9,31.6,51694,14.4,0.065068159
KY,Carlisle,0.401767778,96.12068966,0.685736677,13.1,33.4,43144,14.8,0.205973223
KY,Carroll,1.202034212,88.56720007,1.4799741,12.5,35.3,46499,17.6,0.093641727
KY,Carter,0.661205598,97.15007215,0.523088023,14.3,38.9,37204,19.7,0.036974044
KY,Casey,0.188786105,96.05766217,0.501410216,14.4,36.4,33576,25.1,0
KY,Christian,0.579124579,68.56737205,20.88432155,10.8,36.5,39840,20.3,0.027643018
KY,Clark,0.894904637,90.99766939,4.753882009,12.4,30.6,54812,15.4,0.027918144
KY,Clay,0.520168345,92.90842154,4.141739531,14.1,38,24001,46.8,0
KY,Clinton,0.590260698,96.03777259,0.379672897,12.7,34.9,29178,26.4,0.098260784
KY,Crittenden,0.650477016,97.31615674,0.815888352,13.9,33.8,40202,19.2,0.108837614
KY,Cumberland,0.593031875,94.92415403,2.58168028,13.6,31.8,30989,24.8,0
KY,Daviess,0.783515645,90.01510512,4.741557689,11.3,30.4,48724,14.9,0.010032707
KY,Edmonson,0.24972946,96.48055259,1.365019324,16.1,31.2,38673,20,0.082549117
KY,Elliott,0.260688217,95.17320428,3.336729496,13.2,33.7,30299,34.4,0.131787032
KY,Estill,0.553748183,98.1938386,0.190839695,14.6,35.1,32541,28.2,0.069895855
KY,Fayette,1.000653159,73.04591231,14.31222807,9,27.3,51963,19.1,0.015701101
KY,Fleming,0.343760743,96.58488988,1.261499861,13.5,34.5,47030,20,0.06893224
KY,Floyd,0.682271439,97.90372868,0.740158678,13.4,37.6,30888,29.5,0.026946915
KY,Franklin,0.942261427,83.24236583,10.30333773,13.4,33.2,50471,13.7,0.019778481
KY,Fulton,0.478850758,72.99280787,23.58725965,14.6,32,30798,30.4,0
KY,Gallatin,0.349283968,92.58353708,1.269065083,12.6,35.8,47679,15,0.11615751
KY,Garrard,0.177957053,94.40042573,2.004493851,12.8,30.5,45018,17,0.115660421
KY,Grant,0.603015075,95.47076474,0.701484065,12.7,36.3,45307,16.4,0.160494323
KY,Graves,0.478494338,87.84246114,4.302147033,10.7,30.1,39515,16.3,0.053789468
KY,Grayson,0.649003589,96.65579119,1.00986561,14.7,36.5,37057,22.9,0.038191262
KY,Green,0.633885719,94.96358145,1.971931071,13.3,38.1,36226,20.5,0
KY,Greenup,0.578384929,96.86263885,0.690869683,14.4,39.8,45690,16.8,0.027860586
KY,Hancock,0.342739632,96.69585522,0.817279626,13.9,34.5,52929,13.8,0
KY,Hardin,0.609609665,77.82515183,11.25418076,11.6,32.9,49637,15,0.027954825
KY,Harlan,0.639136456,95.73741376,2.182526129,16.9,36.5,27425,35.5,0
KY,Harrison,0.537865749,94.69383424,2.011036825,13.1,30.1,47040,16.2,0.053630806
KY,Hart,0.322632683,92.15341502,4.85191494,13.1,37.1,34764,22,0.05368551
KY,Henderson,0.753222717,88.15783784,7.714594595,14,32.6,45718,17,0.021620219
KY,Henry,0.513742615,92.57913856,2.659574468,11.4,31.6,47802,17.7,0.063219117
KY,Hickman,0.211237854,87.67849857,9.200326397,14.1,35.2,40890,17.6,0
KY,Hopkins,0.625323443,89.38618926,6.540920716,13.3,35,44750,18.4,0
KY,Jackson,0.301000828,98.54750259,0.096339114,13.7,37.5,30565,31.2,0.074805506
KY,Jefferson,0.865759856,70.51191748,20.57101914,11.9,31.6,51230,15.4,0.022212002
KY,Jessamine,0.688773,91.25262421,3.060552423,9.3,31.5,49839,18.3,0.019099643
KY,Johnson,0.902759866,98.04761089,0.239767083,15.3,37.2,36051,25.9,0.043519889
KY,Kenton,0.597819788,89.80090158,4.549837215,10.8,28.5,52631,12.8,0.012125254
KY,Knott,0.31462371,97.97503977,0.709653738,16.1,40.2,30138,33.8,0
KY,Knox,0.597521857,96.61888781,1.078944892,16.2,39.3,28578,32,0
KY,Larue,0.564174894,92.27083774,3.107165504,13.7,33.6,40202,18.1,0
KY,Laurel,0.649837541,96.40265765,0.688202009,14.2,37.8,37737,23,0.01659751
KY,Lawrence,0.506200962,98.24716267,0.201765448,17.7,42.2,36276,25,0.063039778
KY,Lee,0.52673163,95.90465323,2.345632053,16,33.9,26201,34.7,0
KY,Leslie,0.183183733,98.60300619,0.194518126,16,43.2,28722,33.7,0
KY,Letcher,0.642150777,98.37269057,0.346669929,17.5,38.6,31079,33.2,0.04391165
KY,Lewis,0.360230548,98.41384283,0.252343187,14.6,38.3,33867,24.7,0.074393691
KY,Lincoln,0.368173451,94.59219142,2.263357853,12.3,30.8,37220,21.2,0.041030691
KY,Livingston,0.427396089,97.10053577,0.168084883,12.3,29.7,44551,15.3,0
KY,Logan,0.521085346,89.18949134,6.461710453,11.8,35.2,43795,15.5,0.037603881
KY,Lyon,0.355871886,92.27808516,5.256194371,14.3,33.3,48189,16.9,0
KY,McCracken,1.071712903,83.92434988,10.94943949,11.5,33.7,47184,15.2,0.015346368
KY,McCreary,0.335889828,90.44575549,5.337047962,15.6,34.3,25655,41.5,0
KY,McLean,0.844059928,97.34550414,0.556080159,17.5,36.8,44007,17.3,0.105540897
KY,Madison,0.721318983,90.41318925,4.299532057,10.5,32.2,46342,18.2,0.01116732
KY,Magoffin,0.619530705,98.29745744,0.135003375,13.4,33.7,29921,32.6,0
KY,Marion,0.699755086,87.209889,8.037336024,11.1,30.6,41189,20.5,0.052069773
KY,Marshall,0.67844797,97.52289494,0.152632918,11.1,34.1,49771,12.1,0
KY,Martin,0.638111191,89.20256787,6.821873308,13.9,39.3,29198,40,0
KY,Mason,0.757310964,89.68553459,6.386506575,13,30.1,37071,19.5,0
KY,Meade,0.377500944,90.57058947,3.143136844,11.6,35.9,51111,13.5,0.035554291
KY,Menifee,0.159058374,96.03552173,1.776086267,12.3,33.3,34299,26.8,0
KY,Mercer,0.562878184,91.95068211,3.520697576,12.2,35.8,46346,15.1,0.046561438
KY,Metcalfe,0.2002002,96.34617289,1.515001485,15.7,33.8,32654,22.9,0.099820323
KY,Monroe,1.027653214,94.08008757,2.107087476,13.3,29.9,31603,25.3,0.094446543
KY,Montgomery,0.618766834,93.26767048,2.686893845,13.3,32.2,42468,21.5,0.036008786
KY,Morgan,0.300684056,93.71543489,4.295051354,14.7,35.5,31489,31.3,0
KY,Muhlenberg,0.672925946,93.0220007,4.49855551,12.4,37.8,40272,19.4,0.064457909
KY,Nelson,0.535570829,90.93169418,4.991136589,11.3,32.4,51843,12.5,0.02194956
KY,Nicholas,0,97.01471619,0.574632095,12.5,32.5,37267,21.5,0
KY,Ohio,0.500479626,94.50130023,0.784330174,16,37.2,40661,19.9,0.041020592
KY,Oldham,0.519766892,89.19026461,4.262550567,10.3,28,84415,6.2,0.015253203
KY,Owen,0.469704086,95.62770962,0.830181718,11.4,30,43686,16.9,0.093967299
KY,Owsley,0.221827862,97.98107256,0.273396425,13.1,33.6,23341,42.4,0.445335115
KY,Pendleton,0.413992962,97.60704443,0.315923909,15,32.4,49345,16.4,0.068681319
KY,Perry,0.760952277,96.2036779,1.504597381,14.5,37,31740,28.5,0.036572432
KY,Pike,0.745629343,97.55013533,0.535187008,16.1,38.9,34315,25,0.033027826
KY,Powell,0.965095705,97.23301356,0.618409577,13.4,36.3,34510,26,0.081247969
KY,Pulaski,0.673717195,95.05256648,1.117929689,13.4,33.6,40702,23,0.031271499
KY,Robertson,0,97.80893953,0.131463628,13.7,34.6,40027,22.5,0.464037123
KY,Rockcastle,0.534886485,98.15314259,0.111397749,13.2,36,33293,22.9,0.118694362
KY,Rowan,0.845487212,95.42707753,1.461449449,11.1,34.4,36597,27.2,0.040898123
KY,Russell,0.506357601,94.93879875,0.449758042,12.2,34.6,31968,24.6,0.05642704
KY,Scott,0.623976289,87.84898141,5.157611345,10.6,29.4,63775,13.1,0.018528126
KY,Shelby,0.623955432,81.00014261,7.220611304,11.6,33,60189,11.5,0.043096018
KY,Simpson,1.009761023,86.22958389,9.320713338,11.6,35.4,45496,16,0.055300559
KY,Spencer,0.565995019,95.41058555,1.500498212,12.3,30.3,68147,9,0.109445113
KY,Taylor,0.752266698,91.09415796,4.936357702,14,35.4,35700,23,0.039374729
KY,Todd,0.399361022,86.65329053,7.937399679,12.2,33.7,40963,19.3,0.081333876
KY,Trigg,0.424268137,88.39528558,8.16653881,13.8,33.4,45106,15.1,0.070106562
KY,Trimble,0.227634874,95.44783744,0.238392553,12.8,34,48392,15.7,0
KY,Union,0.395647873,84.32065036,12.01439328,11.6,30.7,45239,20.7,0
KY,Warren,0.763739,81.55845754,8.96723847,9.2,31.6,45964,18,0.031864385
KY,Washington,0.585333222,88.76845609,6.281471366,13.2,32.9,45143,17.1,0.082041185
KY,Wayne,0.585765889,94.12866958,1.479844328,14.2,37.1,29826,28,0.048892583
KY,Webster,0.377757631,89.80985243,4.059907496,13.9,35.6,44245,18.1,0
KY,Whitley,0.788665747,96.86842327,0.57524483,13.5,36.3,31903,29.2,0
KY,Wolfe,0.277238703,98.45003399,0.135961931,12.6,32.3,27196,30.7,0.139684313
KY,Woodford,0.50854751,86.43490116,4.875897189,12.4,29.5,57862,11.6,0.038278977
LA,Acadia,0.448100374,78.60230198,18.02243699,12.9,33.1,42033,23.7,0
LA,Allen,0.388908334,70.93619003,23.12140972,11.2,34.4,42120,20.4,0.038934745
LA,Ascension,0.692136137,70.83803572,22.13029893,11,31.3,74852,10.7,0
LA,Assumption,0.173656334,65.93228299,30.36164126,14.4,34.8,48516,16.8,0
LA,Avoyelles,0.388868635,66.25864569,29.27768403,14.2,37,34803,25.3,0.072962522
LA,Beauregard,0.497265042,80.58001907,12.893364,12.6,35.8,48206,19.5,0.081241368
LA,Bienville,0.648181491,54.6923988,42.13753222,14,38.2,34565,25.4,0
LA,Bossier,0.871553764,69.23550381,20.72594226,12,34.7,55403,14.5,0.015865838
LA,Caddo,0.823426483,47.83679585,46.94570713,12,34.3,41081,22.2,0.008036938
LA,Calcasieu,0.836697024,69.359541,24.63583167,11.6,32.3,46523,17.5,0.01495506
LA,Caldwell,0.404285426,79.40189499,17.12396368,12.1,36.3,38564,22.9,0
LA,Cameron,0.149723012,94.53136423,1.740020471,11.7,31.5,56259,12.7,0
LA,Catahoula,0.492562309,66.743538,31.44998559,11,35.3,33958,27.2,0
LA,Claiborne,0.548379235,47.01366676,50.63681303,12,37,33740,30.9,0
LA,Concordia,0.68406137,56.8101047,40.83661512,14.5,38.3,33068,29.5,0
