State,County,FFRPTH14,PCT_NHWHITE10,PCT_NHBLACK10,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS13,MEDHHINC15,POVRATE15,FMRKTPTH16
CO,Pitkin,1.077953024,87.86447399,0.478189876,5.1,14.9,76663,7,0.056331681
CO,Prowers,0.830978893,62.72806948,0.430244602,8.4,26.1,41348,19.6,0
CO,Pueblo,0.599227799,54.1005765,1.663491824,9.1,25.9,40540,19.8,0.024224366
CO,Rio Blanco,0.745489787,86.34863486,0.735073507,6,22.6,61426,9.7,0
CO,Rio Grande,0.430774533,55.08262394,0.208646303,6.9,23.2,40259,17.2,0.174231205
CO,Routt,1.047559187,90.64613552,0.387085797,4.1,14.3,70989,8.9,0.121713729
CO,Saguache,0.161394448,56.4178127,0.180091683,7,19.7,34209,29.6,0
CO,San Juan,5.555555556,85.12160229,0,6.7,19.3,43489,15.6,0
CO,San Miguel,1.530612245,88.51746161,0.258187254,5,16.7,62793,11,0.374204815
CO,Sedgwick,0.425894378,85.58217739,0.294241278,8,22.1,40325,13.6,0
CO,Summit,1.632430962,82.72486961,0.743016361,4.1,13.1,69633,8.7,0.032922895
CO,Teller,0.598571978,90.56959315,0.445396146,6.9,20.3,66191,8.8,0.083184295
CO,Washington,0.418410042,89.44744495,0.623182385,6.5,23.2,47592,11.4,0
CO,Weld,0.536608204,67.56728963,0.812419658,6.4,26,69434,11.3,0.033906121
CO,Yuma,0.196039992,77.90500846,0.159314946,6.1,24.8,48934,14.1,0
CT,Fairfield,0.697031429,66.17548092,10.11148208,7.6,21.4,86297,9,0.032832827
CT,Hartford,0.667049004,66.13800231,12.30461715,9.6,26.8,69260,11.1,0.039220564
CT,Litchfield,0.518938554,91.29981519,1.161498892,6.7,23.9,70847,7.4,0.087637138
CT,Middlesex,0.642646247,86.39996137,4.379632536,8.4,24.1,82878,6.7,0.073471337
CT,New Haven,0.757015455,67.52458326,11.79892333,9,26.5,61758,13.6,0.032676878
CT,New London,0.686943685,78.30727409,5.286530076,9.2,27.6,65602,11.1,0.066715839
CT,Tolland,0.442632806,87.48976691,3.078766921,7.2,24.8,81616,7.1,0.066173454
CT,Windham,0.529923588,85.40041206,1.684567839,10.1,29.6,61303,10.9,0.060245112
DE,Kent,0.511666579,65.23997289,23.29616167,12.8,32.8,55678,14.2,0.022879761
DE,New Castle,0.696482132,61.62468731,23.10693639,9,27.7,66179,12.1,0.028725985
DE,Sussex,0.673467742,75.59156966,12.44971975,13.2,31,54309,12.3,0.072644392
DC,District of Columbia,1.273347873,34.81070193,50.03182528,8.1,22.4,73115,17.7,0.079275364
FL,Alachua,0.752788829,63.66481224,19.98091665,8.3,25.6,47023,21.1,0.030360992
FL,Baker,0.590558447,82.43776507,13.46487184,13,35.8,50883,16.8,0
FL,Bay,0.75984021,79.23506977,10.56783455,11.2,29.9,47745,16.5,0.021742203
FL,Bradford,0.599206052,73.86395512,20.25596073,14.4,35.9,40879,21.3,0.07427765
FL,Brevard,0.615926089,77.56433851,9.694392097,11.7,25.6,50352,13.4,0.010360368
FL,Broward,0.687981982,43.52335667,25.72425755,9.5,24.4,53624,14,0.00471295
FL,Calhoun,0.481695568,77.65470085,13.61367521,15.5,39.4,36062,22.2,0
FL,Charlotte,0.439236915,86.02932903,5.389491055,14.1,25.7,45495,12.4,0.016810019
FL,Citrus,0.337214892,89.60109321,2.667167011,14.6,26.3,39982,17.5,0.00696277
