date,state,state code,n_killed,n_injured,latitude,longitude,Child 0-11(yrs) Involved,Teen 12-17(yrs) Involved,Adult 18+(yrs) Involved,min distance (mi) of MH per state
2016-01-01,Massachusetts,MA,0,1,42.2802,-71.0759,0,0,1,0.5376922776648001
2016-01-01,Connecticut,CT,0,0,41.5402,-72.7895,0,0,3,2.5071766369098842
2016-01-01,Missouri,MO,0,1,39.0979,-94.5221,0,0,0,1.1833190703644578
2016-01-01,Missouri,MO,0,1,39.1649,-94.5833,0,0,0,1.5283861057377919
2016-01-01,Wisconsin,WI,2,0,42.9655,-87.8576,1,0,1,2.0446046341863306
2016-01-01,Louisiana,LA,0,1,30.011,-90.2551,0,0,2,0.8596192141917607
2016-01-01,Florida,FL,1,0,28.0601,-81.9941,0,0,1,2.4045481839296725
2016-01-01,Pennsylvania,PA,0,0,40.0313,-76.3326,0,0,1,0.8138711431621853
2016-01-01,Pennsylvania,PA,0,1,39.9294,-75.1616,0,0,1,0.41875516982149297
2016-01-01,California,CA,1,0,33.8127,-118.26299999999999,0,1,0,2.073002856604319
2016-01-01,Tennessee,TN,0,0,35.9142,-84.1868,0,0,1,4.8210493635036915
2016-01-01,Minnesota,MN,1,0,44.9849,-93.2427,0,0,1,1.2129695420466924
2016-01-01,New York,NY,0,0,41.8418,-73.967,0,0,3,4.501903385920796
2016-01-01,New Jersey,NJ,0,1,40.926,-74.1703,0,0,1,0.48836236828451784
2016-01-01,Georgia,GA,1,0,32.0406,-81.1111,0,0,2,1.2848049096689882
2016-01-01,New York,NY,0,0,40.6743,-74.0041,0,0,0,1.1790288506487163
2016-01-01,Missouri,MO,0,0,37.0954,-94.5024,1,0,0,3.1003371236023116
2016-01-01,Virginia,VA,0,1,36.8681,-76.3993,0,0,0,3.6342250464459434
2016-01-01,Missouri,MO,0,0,38.88,-92.2582,0,0,1,2.8848709798575105
2016-01-01,Alabama,AL,0,1,30.691999999999997,-88.0418,0,0,1,1.7905171158565876
2016-01-01,Missouri,MO,0,0,39.0201,-92.2668,0,0,1,4.31921348243827
2016-01-01,Tennessee,TN,0,1,35.0759,-90.0131,0,0,1,1.4150291115427567
2016-01-01,Texas,TX,0,2,30.9081,-95.3583,0,0,5,18.04790594959634
2016-01-01,Florida,FL,2,1,26.1965,-80.2521,0,0,3,1.2241047723026297
2016-01-01,Missouri,MO,0,1,39.0918,-94.5836,0,0,0,0.22110037375850142
2016-01-01,Colorado,CO,0,0,39.0748,-108.491,0,0,1,1.6031659332050108
2016-01-01,Missouri,MO,0,1,38.941,-94.5183,0,0,0,2.325701036659674
2016-01-01,North Carolina,NC,0,2,35.3465,-80.8415,0,0,0,4.254813501376804
2016-01-01,Virginia,VA,0,1,36.8913,-76.2458,0,0,2,1.4615408768281484
2016-01-01,New Mexico,NM,0,1,36.7439,-108.20299999999999,0,0,2,1.5885227371879291
2016-01-01,Tennessee,TN,1,0,35.1199,-90.0511,0,0,1,1.7662148105819655
2016-01-01,California,CA,1,0,35.4053,-118.963,0,0,1,1.5958003902448998
2016-01-01,Alabama,AL,1,0,33.4527,-86.8918,0,0,2,3.922577860601191
2016-01-01,Nevada,NV,1,0,36.2766,-115.08,0,0,2,1.0031297250421598
2016-01-01,Texas,TX,1,0,29.7035,-95.5973,0,0,5,3.940555034421802
2016-01-01,Pennsylvania,PA,0,1,42.1234,-80.0918,0,0,1,0.12312502089832444
2016-01-01,Missouri,MO,1,0,39.0933,-94.3992,0,0,2,1.7857671921984648
2016-01-01,Florida,FL,1,0,30.4548,-81.7599,0,0,1,6.662450498469099
2016-01-01,Florida,FL,1,0,30.3322,-81.6556,0,0,1,0.33864502124126705
2016-01-01,Illinois,IL,0,1,41.7496,-87.5714,0,0,1,0.12381622926302965
2016-01-01,Michigan,MI,0,1,42.6723,-84.603,0,0,0,3.6501444763519966
2016-01-01,Florida,FL,0,0,27.7642,-82.6724,0,0,1,1.040607988617062
2016-01-01,Texas,TX,0,3,29.858,-95.4588,0,0,3,1.6490003497062642
2016-01-01,Kansas,KS,0,0,38.8017,-97.6175,0,0,1,2.232738811945628
2016-01-01,Illinois,IL,0,1,41.8781,-87.6298,0,0,1,1.111548750397204
2016-01-01,Louisiana,LA,0,1,29.9523,-90.3787,0,0,2,2.0096043885335932
2016-01-01,Missouri,MO,0,1,38.6904,-90.2433,0,0,1,2.169099032560804
2016-01-01,North Carolina,NC,0,1,35.7965,-80.3151,0,0,2,3.0084056632756297
2016-01-01,Virginia,VA,0,0,38.4781,-77.4102,0,0,1,12.330294944968978
2016-01-01,Illinois,IL,0,1,41.7867,-87.6938,0,0,1,0.5408673492813371
2016-01-01,Indiana,IN,0,1,39.7529,-86.1236,0,0,4,0.560406941044952
2016-01-01,Oregon,OR,0,0,42.3173,-122.868,0,0,0,0.556282280476131
2016-01-01,Florida,FL,0,0,27.7684,-82.6689,0,0,2,1.0001388248905512
2016-01-01,Illinois,IL,0,1,41.7274,-87.6012,0,0,1,2.2512239927442077
2016-01-01,California,CA,0,1,37.7663,-122.18,0,0,1,0.24543698996023314
2016-01-01,Illinois,IL,0,2,41.7157,-87.6605,0,0,2,1.6832894688883138
2016-01-01,Oklahoma,OK,0,0,36.2258,-95.9977,0,0,1,2.438701208657593
2016-01-01,Colorado,CO,1,0,38.8464,-104.723,0,0,1,3.5108455846364266
2016-01-01,Colorado,CO,0,1,39.735,-104.986,0,0,0,0.4047369891995362
2016-01-01,Colorado,CO,0,1,38.8023,-104.774,0,0,0,1.9794296439707744
2016-01-01,Pennsylvania,PA,1,0,41.3906,-74.7726,0,0,2,4.983960434857766
2016-01-01,Washington,WA,0,0,47.6483,-117.595,0,0,1,5.558948011618293
2016-01-01,Florida,FL,0,1,28.5317,-81.4594,1,0,0,2.8993669372158033
2016-01-01,Virginia,VA,0,3,36.5834,-79.3916,0,0,3,1.6659929625661725
2016-01-01,Mississippi,MS,1,0,31.5944,-91.361,0,0,1,3.4175167689811206
2016-01-01,Louisiana,LA,0,0,30.4087,-90.0413,0,0,2,2.376436634372322
2016-01-01,Washington,WA,0,0,47.6611,-117.432,0,0,1,0.21051563568628587
2016-01-01,Oklahoma,OK,1,0,34.632,-99.3481,0,0,1,0.8530290717614235
2016-01-01,Hawaii,HI,1,0,19.7297,-155.09,0,0,4,0.33269765598262346
2016-01-01,Texas,TX,0,0,29.9753,-95.4335,0,0,1,1.5100334593723557
2016-01-01,Oregon,OR,0,1,45.0049,-122.991,0,0,1,2.2449172442893466
2016-01-01,Texas,TX,0,1,29.5797,-98.3735,0,1,3,4.226876805447872
2016-01-01,Missouri,MO,1,0,39.2766,-94.4649,0,0,1,4.713136485837753
2016-01-01,Colorado,CO,0,0,40.0053,-105.12799999999999,0,0,1,5.715291799487174
2016-01-01,Ohio,OH,1,0,39.3714,-84.3633,0,0,1,1.8720942281530994
2016-01-01,North Carolina,NC,0,0,35.2771,-81.0697,0,0,1,6.758157414663349
2016-01-01,Texas,TX,0,0,30.5206,-95.6409,0,0,1,12.697969223584693
2016-01-01,Hawaii,HI,2,0,21.3247,-158.07299999999998,0,0,2,3.655829577350484
2016-01-01,Iowa,IA,0,0,42.4992,-92.331,0,0,1,2.5286234422624125
2016-01-01,Iowa,IA,0,1,42.4948,-92.3307,0,2,2,2.2424550862253674
2016-01-01,North Carolina,NC,0,0,35.3837,-77.9681,0,0,1,0.5094454627728954
2016-01-01,Georgia,GA,0,0,34.2009,-83.6482,0,0,0,6.391919442258871
2016-01-01,West Virginia,WV,0,0,39.2715,-80.8094,0,0,1,13.408948673084257
2016-01-01,Maryland,MD,0,0,39.2946,-76.6745,0,0,1,0.8366741984535866
2016-01-01,Connecticut,CT,0,1,41.7582,-72.6931,0,0,1,0.4021322022802617
2016-01-01,Illinois,IL,0,1,41.7957,-87.6735,0,0,1,1.4827838466908514
2016-01-01,Texas,TX,0,1,33.1832,-97.2874,0,0,1,7.490258787598529
2016-01-01,Arkansas,AR,1,0,34.4985,-92.4198,0,0,2,9.29700425411006
2016-01-01,Mississippi,MS,1,0,31.3165,-89.3035,0,0,2,0.5521739293886863
2016-01-01,Oklahoma,OK,0,1,36.119,-95.8511,0,0,0,2.173088660662104
2016-01-01,Texas,TX,0,0,32.5847,-97.07700000000001,0,0,0,11.170418984790512
2016-01-01,Wisconsin,WI,0,0,43.0034,-88.03,0,0,1,0.3731469356437502
2016-01-01,Wisconsin,WI,0,0,43.0346,-87.9221,0,0,0,0.5680680892135023
2016-01-01,New Jersey,NJ,0,0,39.8881,-75.1054,0,0,4,2.412518512216967
2016-01-01,Oregon,OR,0,1,45.4972,-122.535,0,0,2,0.728801472615431
2016-01-01,Maryland,MD,0,1,39.3233,-76.5934,0,0,1,0.9021201934451077
2016-01-01,Florida,FL,2,0,27.4398,-82.5522,0,0,2,1.7969756822379892
2016-01-01,California,CA,0,0,34.124,-118.15799999999999,0,0,1,0.5328404180672501
2016-01-01,District of Columbia,DC,0,0,38.9552,-77.0225,0,0,1,0.7501206407889615
2016-01-01,District of Columbia,DC,0,0,38.9208,-77.0271,0,0,0,0.5638234333786467
2016-01-01,California,CA,1,0,32.8267,-116.925,0,0,2,1.6837047408423806
2016-01-01,North Carolina,NC,0,1,35.0767,-78.9346,0,0,2,2.1350921898610857
2016-01-01,South Carolina,SC,0,0,33.6763,-79.8323,0,0,1,1.2802493381260345
2016-01-01,Michigan,MI,1,0,43.1165,-83.6944,0,1,0,6.3879315029436485
2016-01-01,Pennsylvania,PA,0,0,40.168,-78.1797,0,0,1,18.835440062670404
2016-01-01,Louisiana,LA,1,0,29.9133,-90.2237,0,0,2,3.5822623451000526
2016-01-01,New York,NY,0,0,42.8551,-73.9009,0,0,1,3.555458646246096
2016-01-01,Delaware,DE,0,0,39.7576,-75.5016,0,1,0,2.6186306510409887
2016-01-01,Alabama,AL,0,1,34.6043,-87.0027,0,0,1,2.1736050507150777
2016-01-01,Colorado,CO,1,0,37.7482,-106.11200000000001,0,0,1,0.43643534480214
2016-01-01,Minnesota,MN,0,0,45.8801,-95.3823,0,0,1,0.20500438220464118
2016-01-01,Georgia,GA,0,2,33.7222,-84.4274,0,0,2,2.469607833743239
2016-01-01,New York,NY,0,1,42.9185,-78.8521,0,0,1,0.8081805565920354
2016-01-01,Kansas,KS,0,0,38.8235,-97.60700000000001,0,0,4,0.6900590124337411
2016-01-01,Illinois,IL,0,0,42.1205,-88.2503,0,0,2,4.503196048063331
2016-01-01,Illinois,IL,1,0,41.7832,-87.6489,0,0,2,0.46377025539487265
2016-01-01,New Mexico,NM,1,1,35.0827,-106.704,0,0,2,2.6671363548788003
2016-01-01,Florida,FL,0,1,27.9596,-82.3208,0,0,1,2.756881993139884
2016-01-01,New York,NY,0,0,40.6795,-73.9218,0,1,0,0.3186595707235958
2016-01-01,Virginia,VA,0,0,36.8017,-76.0865,0,0,0,0.46646648876788754
2016-01-01,New York,NY,0,1,43.018,-76.1417,0,0,1,1.6831300846926216
2016-01-01,New York,NY,0,0,42.1099,-75.9365,0,0,0,0.20930430718887008
2016-01-01,New York,NY,0,0,40.6611,-73.5959,0,0,1,0.6329208992608701
2016-01-01,Missouri,MO,0,0,36.7672,-90.4245,0,0,1,1.2513846901749455
2016-01-01,Nevada,NV,0,0,36.1172,-115.95,0,0,1,7.180501521103666
2016-01-01,New York,NY,0,1,40.6792,-73.928,0,0,2,0.45813828979107624
2016-01-01,North Carolina,NC,1,1,35.2438,-81.1114,0,0,3,3.586656174699017
2016-01-01,California,CA,0,0,33.7586,-116.919,0,0,1,2.97791436349297
2016-01-01,Kentucky,KY,1,0,38.0682,-84.5057,0,0,1,1.2309522916468598
2016-01-01,Michigan,MI,0,1,42.7929,-83.6112,0,0,1,3.33392086696353
2016-01-01,Florida,FL,0,0,30.426,-87.2229,0,0,1,0.28991853362797254
2016-01-01,Georgia,GA,0,0,32.5038,-84.9504,0,1,2,1.792129865117557
2016-01-01,Florida,FL,1,0,28.5779,-81.4387,0,0,3,0.7540215919811732
2016-01-01,Ohio,OH,1,0,41.4524,-82.7183,0,0,2,0.6125781706662419
2016-01-01,Ohio,OH,0,0,40.908,-81.0962,0,0,2,0.5247836897638204
2016-01-01,Florida,FL,0,0,27.4881,-82.5671,0,0,0,0.38119931782979216
2016-01-01,Florida,FL,0,1,28.0545,-82.45100000000001,0,0,2,1.4023963824453023
2016-01-01,Florida,FL,0,3,27.991,-82.4142,0,0,3,2.2376174713126096
2016-01-01,New York,NY,0,1,42.4413,-76.5181,0,0,2,0.9282336224318789
2016-01-01,Kansas,KS,0,0,38.8235,-97.60700000000001,0,0,2,0.6900590124337411
2016-01-01,Washington,WA,0,0,45.6565,-122.508,0,0,1,2.278453146131141
2016-01-01,Washington,WA,0,0,45.6272,-122.671,0,0,0,0.1553188258911535
2016-01-01,Nebraska,NE,0,0,40.84,-96.7199,0,0,0,1.6729759062889897
2016-01-01,Michigan,MI,0,1,42.417,-83.1539,0,0,2,2.1679055717196625
2016-01-01,Washington,WA,0,1,46.5045,-120.46799999999999,0,0,2,5.13268993072827
2016-01-01,Washington,WA,0,0,47.2465,-122.501,0,0,1,1.3250383054896704
2016-01-01,Oregon,OR,0,0,45.5568,-122.67,0,0,0,0.837376526276833
2016-01-01,Illinois,IL,0,1,40.7655,-89.6122,0,0,1,1.3038184470030694
2016-01-01,Illinois,IL,0,0,40.6945,-89.6013,0,0,0,0.5363515714931638
2016-01-01,Arkansas,AR,1,0,34.7275,-92.2663,0,0,2,1.228032724655569
2016-01-01,Oklahoma,OK,1,0,35.5029,-97.5477,0,1,0,0.9428224396857328
2016-01-01,Arizona,AZ,1,0,33.4715,-112.185,0,0,2,2.076805148693109
2016-01-01,Iowa,IA,0,1,41.5369,-90.595,0,0,1,0.4615830453411753
2016-01-01,Alaska,AK,0,2,61.18899999999999,-149.726,0,0,2,1.5056015914267478
2016-01-01,Colorado,CO,0,1,38.7637,-104.744,0,0,2,4.745917673807796
2016-01-01,Pennsylvania,PA,0,0,39.8406,-77.5508,0,0,0,7.798648799225491
2016-01-01,Oklahoma,OK,0,1,36.2878,-95.3051,0,1,1,1.413349295336461
2016-01-01,California,CA,1,2,33.8171,-118.198,0,0,4,0.3458918539371731
2016-01-01,South Carolina,SC,0,2,34.0039,-81.0067,0,0,2,0.5222276524695773
2016-01-01,Oklahoma,OK,0,0,36.3943,-97.859,0,0,0,0.676127946619913
2016-01-01,Virginia,VA,0,1,37.1578,-76.4582,0,0,1,1.3572912981446013
2016-01-01,Pennsylvania,PA,0,0,40.3378,-76.4228,0,0,1,0.21317199002667017
2016-01-01,Michigan,MI,1,0,43.1159,-83.6679,0,1,0,6.492717840826921
2016-01-01,Texas,TX,1,0,33.2289,-97.1331,0,0,2,1.357141492450959
2016-01-01,Oklahoma,OK,0,1,35.6104,-97.4619,0,0,1,3.168487863187966
2016-01-01,Illinois,IL,1,0,41.7942,-87.6721,0,0,1,1.4528284857603597
2016-01-01,Pennsylvania,PA,0,1,40.5709,-79.7688,0,0,1,0.46246271664415617
2016-01-01,Massachusetts,MA,0,0,42.3733,-71.9517,0,0,1,8.40220979875857
2016-01-01,California,CA,0,3,36.0581,-119.051,0,0,3,1.532544799713924
2016-01-01,Georgia,GA,0,1,34.2567,-83.56700000000001,0,0,2,7.987167356330702
2016-01-01,Minnesota,MN,0,1,45.0464,-93.109,0,0,0,1.808657170685806
2016-01-01,California,CA,0,1,33.7258,-117.859,0,0,1,0.9305881841339385
2016-01-01,California,CA,1,0,34.0558,-117.757,0,0,1,0.6530738108944397
2016-01-01,Georgia,GA,0,1,32.461,-84.9877,0,0,2,0.3494795705655567
2016-01-01,California,CA,0,0,36.7256,-119.79700000000001,0,0,1,0.9081732929134366
2016-01-01,Georgia,GA,0,0,33.7555,-84.3906,0,0,0,0.5567240350212423
2016-01-01,South Carolina,SC,0,1,32.7549,-81.2421,0,0,2,23.354939015907675
2016-01-01,California,CA,0,0,37.9548,-121.271,0,0,0,0.42983384096865973
2016-01-01,West Virginia,WV,0,0,38.9235,-79.8523,0,0,1,0.3986006416148034
2016-01-01,Michigan,MI,0,1,43.6139,-84.2414,0,0,1,0.7096836359459502
2016-01-01,Pennsylvania,PA,1,0,41.2957,-76.0014,0,0,1,6.08759652379155
2016-01-01,Missouri,MO,1,0,39.8915,-94.9128,0,0,2,9.131503749995856
2016-01-01,California,CA,1,0,36.6939,-119.564,0,0,1,7.6413281296502005
2016-01-01,Maryland,MD,0,1,39.3425,-76.5385,0,0,1,1.4132691116268257
2016-01-01,Texas,TX,0,1,32.7759,-96.8033,0,0,2,2.504959894059146
2016-01-01,Nevada,NV,1,0,36.2762,-115.087,0,0,1,0.749147727026574
2016-01-01,Maryland,MD,0,0,39.3202,-76.5711,0,0,1,0.4852066152665787
2016-01-01,California,CA,1,0,33.8355,-117.904,0,0,1,0.46771048690354805
2016-01-01,Oregon,OR,0,0,44.5605,-123.292,0,0,2,0.9156135800120159
2016-01-01,Tennessee,TN,1,0,36.0691,-86.6839,0,0,2,2.217941238927496
2016-01-01,West Virginia,WV,1,1,38.3668,-81.6501,0,1,3,1.5842366582554945
2016-01-01,Nevada,NV,0,1,36.1501,-115.042,0,1,0,4.127702507206986
2016-01-01,Georgia,GA,0,1,33.9503,-84.1081,0,0,1,1.4009955311629911
2016-01-01,New York,NY,0,1,40.6784,-73.9291,0,0,1,0.442005380233091
2016-01-01,Kentucky,KY,0,0,37.5254,-86.5404,0,0,1,14.968707393736864
2016-01-01,California,CA,0,0,38.0849,-122.225,0,0,1,1.482916724372646
2016-01-01,Maryland,MD,0,1,39.2971,-76.6524,0,0,1,0.6015494454934215
2016-01-01,Georgia,GA,0,1,33.8111,-84.4202,0,0,1,3.494012584083137
2016-01-01,Massachusetts,MA,0,1,42.3153,-71.096,0,1,2,0.32191896658577973
2016-01-01,California,CA,0,0,39.5003,-121.551,0,0,1,1.4824403631522136
2016-01-01,Florida,FL,1,1,27.4334,-82.5667,0,0,3,2.4606217231384098
2016-01-01,Kentucky,KY,0,1,38.0468,-84.4889,0,0,3,0.7143426315578719
2016-01-01,Rhode Island,RI,0,0,41.8655,-71.3733,0,0,1,0.5346184537489652
2016-01-01,Ohio,OH,1,1,39.9503,-82.9577,0,0,2,0.5500656590755196
2016-01-01,Missouri,MO,1,1,38.9208,-94.5302,0,0,0,2.6638287064022106
2016-01-01,Florida,FL,0,2,28.794,-81.2805,0,0,0,5.262505267420483
2016-01-01,Ohio,OH,1,0,41.6763,-83.5395,0,0,2,0.9134000115232812
2016-01-01,Illinois,IL,1,1,41.8112,-87.6115,0,0,2,2.143104522272695
2016-01-01,California,CA,1,0,38.5796,-121.302,0,0,2,2.849827958171369
2016-01-01,Kansas,KS,0,3,37.7047,-97.3357,0,0,0,1.0220073870702775
2016-01-01,Wisconsin,WI,0,0,44.4999,-88.0665,0,1,2,0.830416500105147
2016-01-01,Wisconsin,WI,0,0,43.033,-89.477,0,0,0,1.0450691188629662
2016-01-01,California,CA,1,0,32.7545,-117.16,0,0,1,0.20232513550164813
2016-01-01,Louisiana,LA,0,1,30.0099,-90.2717,0,0,2,1.2142687516719248
2016-01-01,Georgia,GA,0,0,33.0212,-85.0665,0,0,1,0.06812206121833048
2016-01-01,Georgia,GA,0,0,33.375,-82.0389,0,0,2,2.39582614906656
2016-01-01,Georgia,GA,0,0,34.3856,-85.1782,0,0,2,7.291132286491522
2016-01-01,Illinois,IL,0,1,41.8737,-87.7352,0,0,1,0.3778219185724178
2016-01-01,Kentucky,KY,0,0,36.8621,-87.495,0,0,2,1.670333194003924
2016-01-01,Illinois,IL,0,3,41.7575,-87.6248,0,0,3,1.0237922782244966
2016-01-01,Illinois,IL,0,1,41.7941,-87.6342,0,0,1,1.073971046898805
2016-01-02,New York,NY,0,1,43.1618,-77.5933,0,0,1,0.8287943033555174
2016-01-02,Arizona,AZ,0,2,33.3226,-111.874,0,0,3,1.1353482348789214
2016-01-02,Illinois,IL,0,2,41.873999999999995,-87.7492,0,0,3,0.32621354668501523
2016-01-02,Tennessee,TN,0,1,35.0211,-85.2193,0,0,1,0.9366110236807957
2016-01-02,Tennessee,TN,0,1,35.0169,-85.1818,0,0,1,1.6899828473637133
2016-01-02,New York,NY,0,1,43.042,-76.158,0,1,0,0.13490282703416753
2016-01-02,Florida,FL,1,0,28.3486,-80.6984,0,0,2,1.747111540274639
2016-01-02,Louisiana,LA,1,0,29.9497,-90.0887,0,0,1,0.7970471084253846
2016-01-02,Florida,FL,0,1,26.6168,-81.7147,0,0,1,5.848979907113942
2016-01-02,Louisiana,LA,0,1,30.2873,-91.2383,0,0,2,10.824476361906306
2016-01-02,Illinois,IL,0,1,41.885,-87.7137,0,0,1,0.5064543754986326
2016-01-02,Arkansas,AR,0,1,34.7349,-92.257,0,0,1,1.446293539274564
2016-01-02,Nevada,NV,0,2,39.3095,-119.65,0,0,2,10.118895790143146
2016-01-02,Florida,FL,0,1,28.3897,-81.6881,0,0,4,11.625700234761775
2016-01-02,North Carolina,NC,0,0,35.1818,-80.712,0,0,1,2.7697424788521956
2016-01-02,Ohio,OH,0,2,41.6404,-83.5674,0,0,2,0.3445340965059296
2016-01-02,Kansas,KS,0,0,37.6941,-97.3045,0,0,0,1.5477927665189617
2016-01-02,Ohio,OH,0,1,39.2013,-84.4603,0,0,1,0.23073159506958266
2016-01-02,Illinois,IL,0,1,41.8775,-87.7597,0,0,2,0.288150853620402
2016-01-02,Nevada,NV,1,1,36.2401,-115.06299999999999,0,0,4,3.5778429262522664
2016-01-02,California,CA,0,1,37.9252,-122.34899999999999,0,0,2,0.6500279780949765
2016-01-02,Missouri,MO,0,1,38.6911,-90.2517,0,0,1,1.9083599636311073
2016-01-02,Virginia,VA,1,0,37.8494,-76.7181,0,0,2,8.278952549251121
2016-01-02,Mississippi,MS,0,0,30.3042,-89.3973,0,0,2,2.8405462083520217
2016-01-02,Nebraska,NE,0,1,41.2878,-95.9496,0,0,1,0.6682217314467219
2016-01-02,North Carolina,NC,1,0,35.4537,-78.8174,0,0,2,3.8180221313901117
2016-01-02,Iowa,IA,0,1,41.5309,-90.5843,0,0,0,1.0082728522943367
2016-01-02,Alabama,AL,0,0,34.7689,-87.0013,0,0,1,4.505201709757049
2016-01-02,Indiana,IN,2,0,41.4898,-87.4587,0,0,2,1.5548560310613484
2016-01-02,Texas,TX,0,1,29.4592,-98.6386,0,0,2,4.4253893768920936
2016-01-02,Iowa,IA,0,0,42.4935,-92.3483,0,0,1,2.0363066986965297
2016-01-02,Texas,TX,1,0,29.5125,-98.36399999999999,0,0,1,3.9654606234486875
2016-01-02,New Jersey,NJ,0,1,40.2042,-74.7389,0,0,1,1.5289198764500245
2016-01-02,California,CA,0,1,33.2034,-117.34,0,0,0,1.5331957031192436
2016-01-02,New Jersey,NJ,0,0,40.8784,-73.9705,0,0,4,1.3057579151936007
2016-01-02,Georgia,GA,0,0,33.8525,-84.3679,0,0,3,2.422099719106999
2016-01-02,Ohio,OH,0,0,39.7878,-84.212,0,0,0,1.3739794125285554
2016-01-02,Arizona,AZ,0,0,33.2918,-111.824,0,0,3,1.613521699400655
2016-01-02,Alabama,AL,1,0,34.7687,-86.6329,0,0,1,2.1229678598286306
2016-01-02,Illinois,IL,0,0,41.8566,-87.6524,0,0,0,1.1899300413560405
2016-01-02,New Jersey,NJ,0,1,40.9287,-74.1682,0,1,0,0.7028231808828013
2016-01-02,Georgia,GA,0,1,33.7432,-84.512,0,1,0,1.193425224654269
2016-01-02,Massachusetts,MA,0,0,42.4533,-73.2494,0,0,1,0.17935459735947415
2016-01-02,California,CA,3,0,34.0706,-117.67200000000001,0,0,3,4.121365017600601
2016-01-02,Minnesota,MN,0,0,45.0137,-93.0257,0,0,3,1.377923449858579
2016-01-02,Kentucky,KY,0,1,38.0277,-84.5364,0,0,0,0.5936646731033225
2016-01-02,Kentucky,KY,0,1,38.085,-84.4719,0,0,1,1.1321673445098868
2016-01-02,Illinois,IL,0,1,41.9111,-87.6367,0,0,1,1.199165153524129
2016-01-02,Florida,FL,0,1,30.2033,-81.7509,0,0,2,2.7003041032080315
2016-01-02,Missouri,MO,0,0,38.7583,-90.5412,0,0,1,2.6217613911060336
2016-01-02,Connecticut,CT,0,2,41.1723,-73.1966,0,0,0,0.03757426589693127
2016-01-02,Georgia,GA,0,1,32.133,-81.4911,0,0,0,19.60107728894968
2016-01-02,Georgia,GA,0,0,31.7163,-81.7476,0,0,2,10.90394809290641
2016-01-02,Oklahoma,OK,2,1,36.3918,-97.8566,0,0,4,0.8201583600038646
2016-01-02,Louisiana,LA,0,0,29.9903,-90.1054,0,0,4,1.598162653842625
2016-01-02,Georgia,GA,0,0,34.187,-85.177,0,0,0,7.482360705248848
2016-01-02,New York,NY,0,1,40.6496,-73.9584,0,0,3,0.7805863951180967
2016-01-02,California,CA,0,1,33.9763,-117.689,0,0,1,2.2614025037356007
2016-01-02,Ohio,OH,0,0,39.7792,-84.2374,0,0,2,1.9432447224186766
2016-01-02,Washington,WA,0,0,47.6611,-117.432,0,0,1,0.21051563568628587
2016-01-02,Arizona,AZ,0,0,33.4659,-112.098,0,0,2,1.4159790808190647
2016-01-02,California,CA,0,0,33.7213,-117.87299999999999,0,0,0,1.3999654991444366
2016-01-02,Louisiana,LA,0,0,30.28,-91.226,0,0,1,10.546771061859374
2016-01-02,Ohio,OH,1,0,39.9608,-82.9066,0,0,1,0.4082624782245851
2016-01-02,Georgia,GA,0,0,33.4419,-82.0199,0,0,1,2.67690216979438
2016-01-02,Missouri,MO,0,1,38.6743,-90.2617,0,0,1,0.6911018777113455
2016-01-02,New Mexico,NM,0,1,35.1328,-106.603,0,0,0,1.4225159767251432
2016-01-02,Illinois,IL,0,1,41.873999999999995,-87.7353,0,0,1,0.36963167360359905
2016-01-02,New York,NY,0,0,40.8205,-73.9363,0,0,1,0.304445889676929
2016-01-02,Missouri,MO,0,1,38.6922,-90.2575,0,0,0,1.8131339316933535
2016-01-02,Missouri,MO,0,1,38.7017,-90.2596,0,0,0,1.973467761582856
2016-01-02,Iowa,IA,0,1,41.604,-93.65899999999999,0,0,2,1.0582475148192438
2016-01-02,Ohio,OH,0,1,39.7425,-84.2222,0,0,1,1.2849014769111042
2016-01-02,Massachusetts,MA,0,1,42.1474,-72.5948,0,0,2,0.6597153799533374
2016-01-02,Tennessee,TN,0,1,35.1498,-89.9577,0,0,1,3.326124707622991
2016-01-02,Tennessee,TN,0,1,35.0456,-85.3083,0,0,1,1.6296845652040661
2016-01-02,Wisconsin,WI,0,1,43.0604,-87.9277,0,0,1,0.7151253469152223
2016-01-02,Maine,ME,0,0,43.681999999999995,-70.3327,0,0,1,0.3442274791171566
2016-01-02,Tennessee,TN,0,1,35.9947,-86.4799,0,0,3,2.0806218401744747
2016-01-02,Illinois,IL,1,0,41.7806,-87.5865,0,1,0,0.8170798105060527
2016-01-02,North Dakota,ND,0,0,48.2286,-101.279,0,0,1,0.4916169997894956
2016-01-02,West Virginia,WV,1,0,37.838,-82.0262,0,0,2,0.9064924368900266
2016-01-02,Ohio,OH,0,1,39.9251,-82.99,0,0,2,0.34872470245109133
2016-01-02,New Hampshire,NH,0,0,43.5475,-71.4072,0,0,2,3.0352850621204874
2016-01-02,Illinois,IL,0,1,41.7107,-87.6202,0,0,1,3.1836554260987953
2016-01-02,Iowa,IA,1,0,42.9536,-92.5388,0,0,1,12.20540538163481
2016-01-02,New York,NY,0,0,43.0352,-76.1618,0,0,6,0.573471959178252
2016-01-02,Ohio,OH,0,0,41.4261,-81.7204,0,0,1,1.167498799851897
2016-01-02,Illinois,IL,0,1,42.2979,-89.1198,0,0,2,1.0432488541178462
2016-01-02,Illinois,IL,0,0,42.2584,-89.1239,0,0,0,1.7238747606008926
2016-01-02,Washington,WA,0,0,47.6611,-117.432,0,0,1,0.21051563568628587
